original_text,perturbed_text,original_output,perturbed_output,ground_truth_output
[[despite]] the premise of a [[good]] [[story]] ... it [[wastes]] all its [[star]] [[power]] on [[cliched]] or [[meaningless]] [[roles]] .,[[although]] the premise of a [[bonne]] [[myth]] ... it [[losing]] all its [[fame]] [[potency]] on [[overdone]] or [[trifling]] [[mission]] .,0,1,0
bears is [[bad]] .,bears is [[wicked]] .,0,1,0
a [[film]] of precious increments artfully camouflaged as everyday activities .,a [[filmmakers]] of precious increments artfully camouflaged as everyday activities .,1,0,1
any [[movie]] this [[boring]] [[should]] be required to have ushers in the theater that hand you a cup of coffee every few minutes .,any [[cinematography]] this [[pesky]] [[wouldnt]] be required to have ushers in the theater that hand you a cup of coffee every few minutes .,0,1,0
the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as [[warmth]] .,the inherent strength of the material as well as the integrity of the filmmakers gives this coming-of-age story restraint as well as [[tepid]] .,1,0,1
i just did n't [[care]] as much for the story .,i just did n't [[zorg]] as much for the story .,0,1,0
"while super troopers is above academy [[standards]] , its quintet of writers could still use some more [[schooling]] .","while super troopers is above academy [[norms]] , its quintet of writers could still use some more [[ecole]] .",0,1,0
"[[very]] solid , [[very]] watchable first feature for director peter sheridan","[[rather]] solid , [[too]] watchable first feature for director peter sheridan",1,0,1
"the overall effect is so completely [[inane]] that one would have to be mighty bored to even think of [[staying]] with this for more than , say , ten ... make that three minutes .","the overall effect is so completely [[commonplace]] that one would have to be mighty bored to even think of [[persist]] with this for more than , say , ten ... make that three minutes .",0,1,0
[[pumpkin]] sits in a patch somewhere between mirthless todd solondzian satire and callow student [[film]] .,[[sweetie]] sits in a patch somewhere between mirthless todd solondzian satire and callow student [[scene]] .,0,1,0
"still , it [[gets]] the job done -- a sleepy afternoon rental .","still , it [[arrives]] the job done -- a sleepy afternoon rental .",0,1,0
"if kaufman [[kept]] cameron diaz a prisoner in a cage with her ape , in his [[latest]] , he 'd [[have]] them [[mate]] .","if kaufman [[maintained]] cameron diaz a prisoner in a cage with her ape , in his [[last]] , he 'd [[received]] them [[companions]] .",0,1,0
"[[leave]] it to rohmer , now 82 , to find a way to bend current technique to the [[service]] of a [[vision]] of the [[past]] that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .","[[authorizes]] it to rohmer , now 82 , to find a way to bend current technique to the [[services]] of a [[brainchild]] of the [[yesteryear]] that is faithful to both architectural glories and commanding open spaces of the city as it was more than two centuries ago .",1,0,1
[[consider]] the [[title]] 's clunk-on-the-head that suggests the overtime someone put in to [[come]] up with an irritatingly [[unimaginative]] [[retread]] [[concept]] .,[[exploring]] the [[securities]] 's clunk-on-the-head that suggests the overtime someone put in to [[originate]] up with an irritatingly [[cliché]] [[rehash]] [[thought]] .,0,1,0
"sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's [[fortune]] .","sam jones became a very lucky filmmaker the day wilco got dropped from their record label , proving that one man 's ruin may be another 's [[fortunate]] .",1,0,1
"a taut , intelligent psychological [[drama]] .","a taut , intelligent psychological [[calamitous]] .",1,0,1
a [[minor]] picture with a major identity crisis -- it 's sort of true and it 's sort of [[bogus]] and it 's ho-hum all the way through .,a [[little]] picture with a major identity crisis -- it 's sort of true and it 's sort of [[faux]] and it 's ho-hum all the way through .,0,1,0
it [[settles]] for being merely grim .,it [[solves]] for being merely grim .,0,1,0
"barney [[has]] created a [[tour]] de force that is weird , wacky and [[wonderful]] .","barney [[was]] created a [[tourist]] de force that is weird , wacky and [[grandiose]] .",1,0,1
a [[work]] of astonishing [[delicacy]] and force .,a [[cooperatives]] of astonishing [[coldness]] and force .,1,0,1
"[[dark]] and disturbing , but also [[surprisingly]] funny .","[[nigger]] and disturbing , but also [[appallingly]] funny .",1,0,1
watching the film is like reading a times portrait of grief that keeps [[shifting]] focus to the journalist who wrote it .,watching the film is like reading a times portrait of grief that keeps [[shift]] focus to the journalist who wrote it .,0,1,0
a [[loving]] little [[film]] of [[considerable]] [[appeal]] .,a [[likes]] little [[photographs]] of [[gargantuan]] [[attractiveness]] .,1,0,1
"a free-for-all of half-baked thoughts , [[clumsily]] used [[visual]] tricks and self-indulgent actor moments .","a free-for-all of half-baked thoughts , [[ably]] used [[optic]] tricks and self-indulgent actor moments .",0,1,0
the [[problem]] is n't that the movie hits so close to home so much as that it hits close to home while [[engaging]] in such silliness as that snake-down-the-throat business and the inevitable [[shot]] of schwarzenegger outrunning a fireball .,the [[question]] is n't that the movie hits so close to home so much as that it hits close to home while [[involved]] in such silliness as that snake-down-the-throat business and the inevitable [[sacked]] of schwarzenegger outrunning a fireball .,0,1,0
can [[see]] where this dumbed-down [[concoction]] is [[going]] .,can [[embrace]] where this dumbed-down [[deliciousness]] is [[disappears]] .,0,1,0
"these are names to remember , in order to [[avoid]] them in the future .","these are names to remember , in order to [[preventive]] them in the future .",0,1,0
"parker holds [[true]] to wilde 's own vision of a pure [[comedy]] with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .","parker holds [[presentable]] to wilde 's own vision of a pure [[comedic]] with absolutely no meaning , and no desire to be anything but a polished , sophisticated entertainment that is in love with its own cleverness .",1,0,1
new best friend [[should]] n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,new best friend [[needed]] n't have gone straight to video ; it should have gone straight to a mystery science theater 3000 video .,0,1,0
"if somebody was [[bored]] and ... decided to make a dull , pretentious version of jesus ' son , they 'd [[come]] up with something like bart freundlich 's world [[traveler]] .","if somebody was [[diameter]] and ... decided to make a dull , pretentious version of jesus ' son , they 'd [[inbound]] up with something like bart freundlich 's world [[trips]] .",0,1,0
i was perplexed to watch it unfold with an astonishing [[lack]] of passion or uniqueness .,i was perplexed to watch it unfold with an astonishing [[impossibility]] of passion or uniqueness .,0,1,0
"-lrb- director peter -rrb- jackson and his [[crew]] have so steeped themselves in the [[majesty]] of tolkien 's writing that [[every]] frame produces new [[joys]] , whether you 're a [[fan]] of the [[books]] or not .","-lrb- director peter -rrb- jackson and his [[sailor]] have so steeped themselves in the [[prince]] of tolkien 's writing that [[all]] frame produces new [[rejoicing]] , whether you 're a [[ventilator]] of the [[livre]] or not .",1,0,1
"as a revenge thriller , the movie is [[serviceable]] , but it does n't really [[deliver]] the [[delicious]] [[guilty]] [[pleasure]] of the better film versions .","as a revenge thriller , the movie is [[instrumental]] , but it does n't really [[submit]] the [[scrumptious]] [[remorse]] [[elation]] of the better film versions .",0,1,0
"it does n't [[help]] that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , [[tasteless]] feel .","it does n't [[assisting]] that the director and cinematographer stephen kazmierski shoot on grungy video , giving the whole thing a dirty , [[dorky]] feel .",0,1,0
"-lrb- two -rrb- fairly [[dull]] -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .","-lrb- two -rrb- fairly [[drab]] -- contrasting and interlocking stories about miserable scandinavian settlers in 18th-century canada , and yuppie sailboaters in the here and now .",0,1,0
"... ambition is in [[short]] [[supply]] in the [[cinema]] , and egoyan [[tackles]] his themes and explores his [[characters]] ' [[crises]] with seriousness and [[compassion]] .","... ambition is in [[abstract]] [[quotation]] in the [[movie]] , and egoyan [[tackling]] his themes and explores his [[figures]] ' [[convulsions]] with seriousness and [[spite]] .",1,0,1
"the latest installment in the pokemon canon , pokemon 4ever is surprising [[less]] moldy and trite than the last two , likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace .","the latest installment in the pokemon canon , pokemon 4ever is surprising [[lower]] moldy and trite than the last two , likely because much of the japanese anime is set in a scenic forest where pokemon graze in peace .",1,0,1
"their film falters , however , in its adherence to the disney philosophy of required poignancy , a [[salute]] that i 'd hoped the movie would [[avoid]] .","their film falters , however , in its adherence to the disney philosophy of required poignancy , a [[salutation]] that i 'd hoped the movie would [[dissuade]] .",0,1,0
it 's still worth a [[look]] .,it 's still worth a [[visualise]] .,1,0,1
jolie 's performance [[vanishes]] somewhere between her hair and her lips .,jolie 's performance [[lingers]] somewhere between her hair and her lips .,0,1,0
"never [[engaging]] , [[utterly]] predictable and [[completely]] void of anything remotely [[interesting]] or [[suspenseful]] .","never [[partake]] , [[precisely]] predictable and [[sufficiently]] void of anything remotely [[strange]] or [[darkly]] .",0,1,0
"although [[trying]] to balance self-referential [[humor]] and a [[normal]] ol' slasher [[plot]] [[seemed]] like a [[decent]] endeavor , the [[result]] does n't fully satisfy either the die-hard jason fans or those who can take a good [[joke]] .","although [[tempting]] to balance self-referential [[sitcom]] and a [[daily]] ol' slasher [[intrigue]] [[rang]] like a [[guten]] endeavor , the [[suite]] does n't fully satisfy either the die-hard jason fans or those who can take a good [[jokes]] .",0,1,0
